TimeStamp,NYA_DCS_G6710A_TotalKW,AVG_ALL_CYLINDER,PREDICTED,RESIDUAL,HEALTH
2022-01-01 00:00:00+07:00,688.83,882.05,884.59,2.54,99.98
2022-01-01 01:00:00+07:00,688.72,885.16,884.59,0.57,99.99
2022-01-01 02:00:00+07:00,687.17,883.12,884.59,1.47,99.99
2022-01-01 03:00:00+07:00,688.79,879.79,884.59,4.8,99.97
2022-01-01 04:00:00+07:00,687.04,879.27,884.59,5.32,99.97
2022-01-01 05:00:00+07:00,689.25,879.59,884.59,5.0,99.97
2022-01-01 06:00:00+07:00,687.1,879.01,884.59,5.58,99.97
2022-01-01 07:00:00+07:00,688.02,877.06,884.59,7.53,99.96
2022-01-01 08:00:00+07:00,690.02,880.68,884.59,3.91,99.98
2022-01-01 09:00:00+07:00,689.06,883.8,884.59,0.79,99.99
2022-01-01 10:00:00+07:00,687.21,885.98,884.59,1.39,99.99
2022-01-01 11:00:00+07:00,687.54,888.92,884.59,4.33,99.98
2022-01-01 12:00:00+07:00,687.4,889.77,884.59,5.18,99.97
2022-01-01 13:00:00+07:00,689.42,891.84,884.59,7.25,99.96
2022-01-01 14:00:00+07:00,687.72,892.3,884.59,7.71,99.96
2022-01-01 15:00:00+07:00,686.75,890.29,884.59,5.7,99.97
2022-01-01 16:00:00+07:00,687.92,890.32,884.59,5.73,99.97
2022-01-01 17:00:00+07:00,685.76,886.36,884.59,1.77,99.99
2022-01-01 18:00:00+07:00,687.7,882.9,884.59,1.69,99.99
2022-01-01 19:00:00+07:00,688.21,882.39,884.59,2.2,99.98
2022-01-01 20:00:00+07:00,687.14,883.75,884.59,0.84,99.99
2022-01-01 21:00:00+07:00,688.36,885.75,884.59,1.16,99.99
2022-01-01 22:00:00+07:00,686.66,887.57,884.59,2.98,99.98
2022-01-01 23:00:00+07:00,686.66,887.36,884.59,2.77,99.98
2022-01-02 00:00:00+07:00,687.01,883.98,884.59,0.61,99.99
2022-01-02 01:00:00+07:00,688.18,883.33,884.59,1.26,99.99
2022-01-02 02:00:00+07:00,687.46,882.99,884.59,1.6,99.99
2022-01-02 03:00:00+07:00,687.43,880.93,884.59,3.66,99.98
2022-01-02 04:00:00+07:00,687.84,879.0,884.59,5.59,99.97
2022-01-02 05:00:00+07:00,686.59,878.33,884.59,6.26,99.97
2022-01-02 06:00:00+07:00,686.19,878.67,884.59,5.92,99.97
2022-01-02 07:00:00+07:00,686.03,878.33,884.59,6.26,99.97
2022-01-02 08:00:00+07:00,688.23,879.11,884.59,5.48,99.97
2022-01-02 14:00:00+07:00,690.04,894.8,884.59,10.21,99.93
2022-01-02 15:00:00+07:00,693.81,897.8,891.05,6.75,99.96
2022-01-02 16:00:00+07:00,694.02,892.49,891.05,1.44,99.99
2022-01-02 17:00:00+07:00,692.63,888.32,891.05,2.73,99.98
2022-01-02 18:00:00+07:00,691.98,885.11,891.05,5.94,99.97
2022-01-02 19:00:00+07:00,693.29,885.17,891.05,5.88,99.97
2022-01-02 20:00:00+07:00,691.05,883.11,891.05,7.94,99.95
2022-01-02 21:00:00+07:00,691.67,882.43,891.05,8.62,99.95
2022-01-02 22:00:00+07:00,692.66,882.65,891.05,8.4,99.95
2022-01-02 23:00:00+07:00,691.03,881.65,891.05,9.4,99.94
2022-01-03 00:00:00+07:00,692.25,882.35,891.05,8.7,99.95
2022-01-03 01:00:00+07:00,690.67,881.52,891.05,9.53,99.94
2022-01-03 02:00:00+07:00,691.9,879.82,891.05,11.23,99.92
2022-01-03 03:00:00+07:00,691.46,879.36,891.05,11.69,99.91
2022-01-03 04:00:00+07:00,691.58,879.77,891.05,11.28,99.92
2022-01-03 05:00:00+07:00,691.02,879.53,891.05,11.52,99.91
2022-01-03 06:00:00+07:00,692.76,880.53,891.05,10.52,99.93
2022-01-03 07:00:00+07:00,690.36,879.35,884.59,5.24,99.97
2022-01-03 08:00:00+07:00,692.6,880.57,891.05,10.48,99.93
2022-01-03 09:00:00+07:00,697.62,884.2,891.05,6.85,99.96
2022-01-03 10:00:00+07:00,697.46,885.39,891.05,5.66,99.97
2022-01-03 11:00:00+07:00,696.23,888.61,891.05,2.44,99.98
2022-01-03 12:00:00+07:00,694.23,894.55,891.05,3.5,99.98
2022-01-03 13:00:00+07:00,694.58,892.32,891.05,1.27,99.99
2022-01-03 14:00:00+07:00,697.27,898.87,891.05,7.82,99.96
2022-01-03 15:00:00+07:00,697.75,903.34,891.05,12.29,99.9
2022-01-03 16:00:00+07:00,696.03,901.78,891.05,10.73,99.92
2022-01-03 17:00:00+07:00,695.26,901.43,891.05,10.38,99.93
2022-01-03 18:00:00+07:00,696.95,899.25,891.05,8.2,99.95
2022-01-03 19:00:00+07:00,697.23,898.53,891.05,7.48,99.96
2022-01-03 20:00:00+07:00,697.39,898.72,891.05,7.67,99.96
2022-01-03 21:00:00+07:00,695.25,897.65,891.05,6.6,99.96
2022-01-03 22:00:00+07:00,696.17,896.75,891.05,5.7,99.97
2022-01-03 23:00:00+07:00,697.34,896.91,891.05,5.86,99.97
2022-01-04 00:00:00+07:00,696.84,895.91,891.05,4.86,99.97
2022-01-04 01:00:00+07:00,694.04,896.07,891.05,5.02,99.97
2022-01-04 02:00:00+07:00,697.21,896.99,891.05,5.94,99.97
2022-01-04 03:00:00+07:00,697.55,895.47,891.05,4.42,99.98
2022-01-04 04:00:00+07:00,697.45,897.2,891.05,6.15,99.97
2022-01-04 05:00:00+07:00,696.36,896.5,891.05,5.45,99.97
2022-01-04 06:00:00+07:00,694.71,895.4,891.05,4.35,99.98
2022-01-04 07:00:00+07:00,697.3,896.75,891.05,5.7,99.97
2022-01-04 08:00:00+07:00,695.16,896.98,891.05,5.93,99.97
2022-01-04 09:00:00+07:00,697.63,895.63,891.05,4.58,99.98
2022-01-04 10:00:00+07:00,696.4,883.1,891.05,7.95,99.95
2022-01-04 11:00:00+07:00,697.66,885.89,891.05,5.16,99.97
2022-01-04 12:00:00+07:00,697.72,883.1,891.05,7.95,99.95
2022-01-04 13:00:00+07:00,696.86,883.67,891.05,7.38,99.96
2022-01-04 14:00:00+07:00,695.75,884.8,891.05,6.25,99.97
2022-01-04 15:00:00+07:00,695.33,882.76,891.05,8.29,99.95
2022-01-04 16:00:00+07:00,695.75,882.98,891.05,8.07,99.95
2022-01-04 17:00:00+07:00,696.2,885.65,891.05,5.4,99.97
2022-01-04 18:00:00+07:00,697.97,886.6,891.05,4.45,99.98
2022-01-04 19:00:00+07:00,695.77,884.48,891.05,6.57,99.96
2022-01-04 20:00:00+07:00,695.43,884.15,891.05,6.9,99.96
2022-01-04 21:00:00+07:00,695.62,884.76,891.05,6.29,99.97
2022-01-04 22:00:00+07:00,695.62,889.76,891.05,1.29,99.99
2022-01-04 23:00:00+07:00,695.1,891.44,891.05,0.39,99.99
2022-01-05 00:00:00+07:00,695.7,894.18,891.05,3.13,99.98
2022-01-05 01:00:00+07:00,694.81,894.97,891.05,3.92,99.98
2022-01-05 02:00:00+07:00,695.34,894.71,891.05,3.66,99.98
2022-01-05 03:00:00+07:00,693.34,889.4,891.05,1.65,99.99
2022-01-05 04:00:00+07:00,694.41,883.13,891.05,7.92,99.95
2022-01-05 05:00:00+07:00,695.31,881.71,891.05,9.34,99.94
2022-01-05 06:00:00+07:00,694.52,881.58,891.05,9.47,99.94
2022-01-05 07:00:00+07:00,696.0,882.8,891.05,8.25,99.95
2022-01-05 08:00:00+07:00,694.18,882.71,891.05,8.34,99.95
2022-01-05 09:00:00+07:00,692.36,882.36,891.05,8.69,99.95
2022-01-05 10:00:00+07:00,692.83,884.33,891.05,6.72,99.96
2022-01-05 11:00:00+07:00,694.87,881.23,891.05,9.82,99.94
2022-01-05 12:00:00+07:00,695.6,882.93,891.05,8.12,99.95
2022-01-05 13:00:00+07:00,695.83,885.41,891.05,5.64,99.97
2022-01-05 14:00:00+07:00,694.98,886.13,891.05,4.92,99.97
2022-01-05 15:00:00+07:00,694.85,886.76,891.05,4.29,99.98
2022-01-05 16:00:00+07:00,696.02,888.95,891.05,2.1,99.98
2022-01-05 17:00:00+07:00,694.28,886.65,891.05,4.4,99.98
2022-01-05 18:00:00+07:00,694.7,889.72,891.05,1.33,99.99
2022-01-05 19:00:00+07:00,696.63,892.54,891.05,1.49,99.99
2022-01-05 20:00:00+07:00,695.07,891.74,891.05,0.69,99.99
2022-01-05 21:00:00+07:00,696.52,893.35,891.05,2.3,99.98
2022-01-05 22:00:00+07:00,694.52,891.14,891.05,0.09,99.99
2022-01-05 23:00:00+07:00,695.42,887.6,891.05,3.45,99.98
2022-01-06 00:00:00+07:00,695.65,885.8,891.05,5.25,99.97
2022-01-06 01:00:00+07:00,695.64,886.77,891.05,4.28,99.98
2022-01-06 02:00:00+07:00,693.98,886.25,891.05,4.8,99.97
2022-01-06 03:00:00+07:00,694.73,889.67,891.05,1.38,99.99
2022-01-06 04:00:00+07:00,695.12,890.37,891.05,0.68,99.99
2022-01-06 05:00:00+07:00,695.85,890.72,891.05,0.33,99.99
2022-01-06 06:00:00+07:00,695.09,890.74,891.05,0.31,99.99
2022-01-06 07:00:00+07:00,693.68,892.05,891.05,1.0,99.99
2022-01-06 08:00:00+07:00,695.21,895.29,891.05,4.24,99.98
2022-01-06 09:00:00+07:00,697.74,893.51,891.05,2.46,99.98
2022-01-06 10:00:00+07:00,697.67,893.09,891.05,2.04,99.98
2022-01-06 11:00:00+07:00,697.0,887.32,891.05,3.73,99.98
2022-01-06 12:00:00+07:00,697.47,885.63,891.05,5.42,99.97
2022-01-06 13:00:00+07:00,697.2,886.81,891.05,4.24,99.98
2022-01-06 14:00:00+07:00,697.83,885.85,891.05,5.2,99.97
2022-01-06 15:00:00+07:00,697.95,889.25,891.05,1.8,99.99
2022-01-06 16:00:00+07:00,695.77,897.91,891.05,6.86,99.96
2022-01-06 17:00:00+07:00,697.5,898.97,891.05,7.92,99.95
2022-01-06 18:00:00+07:00,697.24,898.66,891.05,7.61,99.96
2022-01-06 19:00:00+07:00,698.99,898.64,891.05,7.59,99.96
2022-01-06 20:00:00+07:00,696.7,898.29,891.05,7.24,99.96
2022-01-06 21:00:00+07:00,695.86,897.21,891.05,6.16,99.97
2022-01-06 22:00:00+07:00,697.55,897.65,891.05,6.6,99.96
2022-01-06 23:00:00+07:00,699.04,898.59,891.05,7.54,99.96
2022-01-07 00:00:00+07:00,697.32,897.75,891.05,6.7,99.96
2022-01-07 01:00:00+07:00,696.01,897.51,891.05,6.46,99.97
2022-01-07 02:00:00+07:00,697.33,897.71,891.05,6.66,99.96
2022-01-07 03:00:00+07:00,695.93,898.22,891.05,7.17,99.96
2022-01-07 04:00:00+07:00,696.98,898.27,891.05,7.22,99.96
2022-01-07 05:00:00+07:00,696.23,897.94,891.05,6.89,99.96
2022-01-07 06:00:00+07:00,696.46,898.96,891.05,7.91,99.95
2022-01-07 07:00:00+07:00,698.37,899.31,891.05,8.26,99.95
2022-01-07 08:00:00+07:00,696.41,900.47,891.05,9.42,99.94
2022-01-07 09:00:00+07:00,697.34,900.81,891.05,9.76,99.94
2022-01-07 10:00:00+07:00,700.09,902.3,891.05,11.25,99.92
2022-01-07 11:00:00+07:00,698.79,904.01,891.05,12.96,99.89
2022-01-07 13:00:00+07:00,698.36,904.08,891.05,13.03,99.88
2022-01-07 14:00:00+07:00,698.29,903.85,891.05,12.8,99.89
2022-01-07 15:00:00+07:00,698.88,904.92,891.05,13.87,99.87
2022-01-07 16:00:00+07:00,699.48,905.0,891.05,13.95,99.86
2022-01-07 17:00:00+07:00,699.62,903.82,891.05,12.77,99.89
2022-01-07 18:00:00+07:00,696.88,901.27,891.05,10.22,99.93
2022-01-07 19:00:00+07:00,698.45,901.94,891.05,10.89,99.92
2022-01-07 20:00:00+07:00,698.99,900.93,891.05,9.88,99.93
2022-01-07 21:00:00+07:00,697.45,899.98,891.05,8.93,99.95
2022-01-07 22:00:00+07:00,698.65,900.9,891.05,9.85,99.94
2022-01-07 23:00:00+07:00,698.14,901.04,891.05,9.99,99.93
2022-01-08 00:00:00+07:00,698.15,900.76,891.05,9.71,99.94
2022-01-08 01:00:00+07:00,698.44,899.88,891.05,8.83,99.95
2022-01-08 02:00:00+07:00,697.57,899.48,891.05,8.43,99.95
2022-01-08 03:00:00+07:00,697.85,900.22,891.05,9.17,99.94
2022-01-08 04:00:00+07:00,698.06,900.21,891.05,9.16,99.94
2022-01-08 05:00:00+07:00,697.43,899.38,891.05,8.33,99.95
2022-01-08 06:00:00+07:00,698.37,898.74,891.05,7.69,99.96
2022-01-08 07:00:00+07:00,698.9,900.73,891.05,9.68,99.94
2022-01-08 08:00:00+07:00,687.17,894.64,884.59,10.05,99.93
2022-01-08 09:00:00+07:00,699.54,898.32,891.05,7.27,99.96
2022-01-08 10:00:00+07:00,698.06,896.79,891.05,5.74,99.97
2022-01-08 11:00:00+07:00,697.74,897.79,891.05,6.74,99.96
2022-01-08 12:00:00+07:00,697.1,897.97,891.05,6.92,99.96
2022-01-08 13:00:00+07:00,697.52,897.83,891.05,6.78,99.96
2022-01-08 14:00:00+07:00,652.17,883.13,878.6,4.53,99.98
2022-01-08 16:00:00+07:00,697.24,900.74,891.05,9.69,99.94
2022-01-08 17:00:00+07:00,696.45,898.91,891.05,7.86,99.95
2022-01-08 18:00:00+07:00,696.7,897.45,891.05,6.4,99.97
2022-01-08 19:00:00+07:00,697.81,896.5,891.05,5.45,99.97
2022-01-08 20:00:00+07:00,700.26,897.3,891.05,6.25,99.97
2022-01-08 21:00:00+07:00,700.86,896.0,891.05,4.95,99.97
2022-01-08 22:00:00+07:00,697.99,895.15,891.05,4.1,99.98
2022-01-08 23:00:00+07:00,696.87,894.23,891.05,3.18,99.98
2022-01-09 00:00:00+07:00,701.36,895.44,891.05,4.39,99.98
2022-01-09 01:00:00+07:00,700.49,894.7,891.05,3.65,99.98
2022-01-09 02:00:00+07:00,701.14,892.72,891.05,1.67,99.99
2022-01-09 03:00:00+07:00,702.35,893.34,891.05,2.29,99.98
2022-01-09 04:00:00+07:00,702.68,893.51,891.05,2.46,99.98
2022-01-09 05:00:00+07:00,704.87,894.85,899.57,4.72,99.97
2022-01-09 06:00:00+07:00,703.95,895.05,899.57,4.52,99.98
2022-01-09 07:00:00+07:00,701.7,895.68,891.05,4.63,99.98
2022-01-09 08:00:00+07:00,702.63,896.02,891.05,4.97,99.97
2022-01-09 09:00:00+07:00,701.07,895.93,891.05,4.88,99.97
2022-01-09 10:00:00+07:00,701.12,896.24,891.05,5.19,99.97
2022-01-09 11:00:00+07:00,703.21,897.74,891.05,6.69,99.96
2022-01-09 12:00:00+07:00,706.68,900.32,899.57,0.75,99.99
2022-01-09 13:00:00+07:00,607.92,861.28,859.42,1.86,99.98
2022-01-09 14:00:00+07:00,705.53,902.9,899.57,3.33,99.98
2022-01-09 15:00:00+07:00,704.19,905.96,899.57,6.39,99.97
2022-01-09 16:00:00+07:00,704.8,906.04,899.57,6.47,99.97
2022-01-09 17:00:00+07:00,702.67,904.5,891.05,13.45,99.87
2022-01-09 18:00:00+07:00,703.62,902.77,891.05,11.72,99.91
2022-01-09 19:00:00+07:00,708.48,904.86,899.57,5.29,99.97
2022-01-09 20:00:00+07:00,696.58,896.71,891.05,5.66,99.97
2022-01-09 21:00:00+07:00,704.0,899.69,899.57,0.12,99.99
2022-01-09 22:00:00+07:00,700.67,897.05,891.05,6.0,99.97
2022-01-09 23:00:00+07:00,700.64,898.11,891.05,7.06,99.96
2022-01-10 00:00:00+07:00,702.11,899.1,891.05,8.05,99.95
2022-01-10 01:00:00+07:00,702.94,900.13,891.05,9.08,99.94
2022-01-10 02:00:00+07:00,702.5,898.92,891.05,7.87,99.95
2022-01-10 03:00:00+07:00,702.0,896.66,891.05,5.61,99.97
2022-01-10 04:00:00+07:00,699.75,891.61,891.05,0.56,99.99
2022-01-10 05:00:00+07:00,699.29,890.66,891.05,0.39,99.99
2022-01-10 06:00:00+07:00,700.52,895.86,891.05,4.81,99.97
2022-01-10 07:00:00+07:00,702.23,898.69,891.05,7.64,99.96
2022-01-10 08:00:00+07:00,702.34,899.74,891.05,8.69,99.95
2022-01-10 09:00:00+07:00,701.77,899.73,891.05,8.68,99.95
2022-01-10 10:00:00+07:00,700.35,896.69,891.05,5.64,99.97
2022-01-10 11:00:00+07:00,702.77,900.87,891.05,9.82,99.94
2022-01-10 12:00:00+07:00,701.92,903.1,891.05,12.05,99.9
2022-01-10 13:00:00+07:00,700.61,903.4,891.05,12.35,99.9
2022-01-10 14:00:00+07:00,701.58,899.26,891.05,8.21,99.95
2022-01-10 15:00:00+07:00,700.21,897.18,891.05,6.13,99.97
2022-01-10 16:00:00+07:00,702.16,898.55,891.05,7.5,99.96
2022-01-10 17:00:00+07:00,701.05,896.22,891.05,5.17,99.97
2022-01-10 18:00:00+07:00,701.67,895.56,891.05,4.51,99.98
2022-01-10 19:00:00+07:00,701.09,898.13,891.05,7.08,99.96
2022-01-10 20:00:00+07:00,700.66,899.18,891.05,8.13,99.95
2022-01-10 21:00:00+07:00,701.84,900.92,891.05,9.87,99.93
2022-01-10 22:00:00+07:00,702.25,900.83,891.05,9.78,99.94
2022-01-10 23:00:00+07:00,701.87,896.21,891.05,5.16,99.97
2022-01-11 00:00:00+07:00,701.31,890.43,891.05,0.62,99.99
2022-01-11 01:00:00+07:00,701.91,889.54,891.05,1.51,99.99
2022-01-11 02:00:00+07:00,702.68,895.19,891.05,4.14,99.98
2022-01-11 03:00:00+07:00,700.67,890.31,891.05,0.74,99.99
2022-01-11 04:00:00+07:00,702.14,892.43,891.05,1.38,99.99
2022-01-11 05:00:00+07:00,702.54,894.7,891.05,3.65,99.98
2022-01-11 06:00:00+07:00,702.38,894.03,891.05,2.98,99.98
2022-01-11 07:00:00+07:00,702.47,896.04,891.05,4.99,99.97
2022-01-11 08:00:00+07:00,701.79,897.04,891.05,5.99,99.97
2022-01-11 09:00:00+07:00,701.82,899.54,891.05,8.49,99.95
2022-01-11 10:00:00+07:00,702.02,901.92,891.05,10.87,99.92
2022-01-11 11:00:00+07:00,702.91,902.84,891.05,11.79,99.91
2022-01-11 12:00:00+07:00,704.0,900.25,899.57,0.68,99.99
2022-01-11 13:00:00+07:00,701.43,901.37,891.05,10.32,99.93
2022-01-11 14:00:00+07:00,702.12,900.35,891.05,9.3,99.94
2022-01-11 15:00:00+07:00,702.29,896.77,891.05,5.72,99.97
2022-01-11 16:00:00+07:00,701.46,901.62,891.05,10.57,99.93
2022-01-11 17:00:00+07:00,701.66,901.42,891.05,10.37,99.93
2022-01-11 18:00:00+07:00,701.72,900.31,891.05,9.26,99.94
2022-01-11 19:00:00+07:00,702.54,897.95,891.05,6.9,99.96
2022-01-11 20:00:00+07:00,703.77,902.49,899.57,2.92,99.98
2022-01-11 21:00:00+07:00,703.59,901.24,891.05,10.19,99.93
2022-01-11 22:00:00+07:00,703.56,897.88,891.05,6.83,99.96
2022-01-11 23:00:00+07:00,685.62,890.98,884.59,6.39,99.97
2022-01-12 00:00:00+07:00,702.87,898.15,891.05,7.1,99.96
2022-01-12 01:00:00+07:00,704.08,898.37,899.57,1.2,99.99
2022-01-12 02:00:00+07:00,702.44,892.11,891.05,1.06,99.99
2022-01-12 03:00:00+07:00,700.9,891.75,891.05,0.7,99.99
2022-01-12 04:00:00+07:00,702.81,894.08,891.05,3.03,99.98
2022-01-12 05:00:00+07:00,699.42,897.05,891.05,6.0,99.97
2022-01-12 10:00:00+07:00,577.75,835.16,847.72,12.56,99.89
2022-01-12 11:00:00+07:00,702.13,905.39,891.05,14.34,99.85
2022-01-12 12:00:00+07:00,693.08,901.31,891.05,10.26,99.93
2022-01-12 13:00:00+07:00,669.32,891.31,879.39,11.92,99.91
2022-01-12 16:00:00+07:00,662.97,887.44,877.81,9.63,99.94
2022-01-12 17:00:00+07:00,664.82,885.16,877.81,7.35,99.96
2022-01-12 19:00:00+07:00,655.91,880.9,877.81,3.09,99.98
2022-01-12 20:00:00+07:00,661.12,883.57,877.81,5.76,99.97
2022-01-12 22:00:00+07:00,661.07,880.37,877.81,2.56,99.98
2022-01-12 23:00:00+07:00,661.37,879.27,877.81,1.46,99.99
2022-01-13 00:00:00+07:00,660.91,876.6,877.81,1.21,99.99
2022-01-13 01:00:00+07:00,662.69,873.26,877.81,4.55,99.98
2022-01-13 02:00:00+07:00,662.93,869.32,877.81,8.49,99.95
2022-01-13 03:00:00+07:00,661.69,866.82,877.81,10.99,99.92
2022-01-13 04:00:00+07:00,660.62,863.86,877.81,13.95,99.86
2022-01-13 05:00:00+07:00,661.46,869.33,877.81,8.48,99.95
2022-01-13 06:00:00+07:00,661.47,869.18,877.81,8.63,99.95
2022-01-13 07:00:00+07:00,650.28,863.23,878.6,15.37,99.82
2022-01-13 09:00:00+07:00,642.96,865.85,876.52,10.67,99.92
2022-01-13 10:00:00+07:00,642.98,866.27,876.52,10.25,99.93
2022-01-13 11:00:00+07:00,643.07,867.59,876.52,8.93,99.95
2022-01-13 13:00:00+07:00,642.99,870.33,876.52,6.19,99.97
2022-01-13 14:00:00+07:00,642.42,870.66,876.52,5.86,99.97
2022-01-13 16:00:00+07:00,642.42,870.64,876.52,5.88,99.97
2022-01-13 17:00:00+07:00,643.38,869.64,876.52,6.88,99.96
2022-01-13 18:00:00+07:00,646.08,868.87,878.6,9.73,99.94
2022-01-13 19:00:00+07:00,648.03,871.78,878.6,6.82,99.96
2022-01-13 20:00:00+07:00,646.18,871.65,878.6,6.95,99.96
2022-01-13 21:00:00+07:00,647.1,871.24,878.6,7.36,99.96
2022-01-13 22:00:00+07:00,649.07,873.09,878.6,5.51,99.97
2022-01-13 23:00:00+07:00,646.55,870.62,878.6,7.98,99.95
2022-01-14 00:00:00+07:00,645.66,870.77,878.6,7.83,99.96
2022-01-14 01:00:00+07:00,643.82,869.03,876.52,7.49,99.96
2022-01-14 02:00:00+07:00,642.93,867.76,876.52,8.76,99.95
2022-01-14 03:00:00+07:00,639.57,866.02,876.52,10.5,99.93
2022-01-14 04:00:00+07:00,641.76,867.49,876.52,9.03,99.94
2022-01-14 05:00:00+07:00,639.44,864.75,876.52,11.77,99.91
2022-01-14 06:00:00+07:00,641.2,862.2,876.52,14.32,99.85
2022-01-14 07:00:00+07:00,638.47,861.76,876.52,14.76,99.84
2022-01-14 12:00:00+07:00,633.79,872.09,876.52,4.43,99.98
2022-01-14 13:00:00+07:00,632.89,867.47,876.52,9.05,99.94
2022-01-14 14:00:00+07:00,634.06,869.98,876.52,6.54,99.96
2022-01-14 15:00:00+07:00,637.09,868.45,876.52,8.07,99.95
2022-01-14 16:00:00+07:00,638.6,868.32,876.52,8.2,99.95
2022-01-14 17:00:00+07:00,638.76,866.98,876.52,9.54,99.94
2022-01-14 18:00:00+07:00,637.73,867.32,876.52,9.2,99.94
2022-01-14 19:00:00+07:00,639.25,869.44,876.52,7.08,99.96
2022-01-14 20:00:00+07:00,640.72,869.83,876.52,6.69,99.96
2022-01-14 21:00:00+07:00,641.47,869.96,876.52,6.56,99.96
2022-01-14 22:00:00+07:00,639.84,869.03,876.52,7.49,99.96
2022-01-14 23:00:00+07:00,639.09,867.67,876.52,8.85,99.95
2022-01-15 00:00:00+07:00,639.08,868.31,876.52,8.21,99.95
2022-01-15 02:00:00+07:00,639.38,868.33,876.52,8.19,99.95
2022-01-15 03:00:00+07:00,638.89,867.33,876.52,9.19,99.94
2022-01-15 04:00:00+07:00,639.33,866.47,876.52,10.05,99.93
2022-01-15 05:00:00+07:00,639.23,866.91,876.52,9.61,99.94
2022-01-15 06:00:00+07:00,638.71,866.13,876.52,10.39,99.93
2022-01-15 07:00:00+07:00,638.38,864.89,876.52,11.63,99.91
2022-01-15 08:00:00+07:00,638.0,867.07,876.52,9.45,99.94
2022-01-15 09:00:00+07:00,638.86,866.65,876.52,9.87,99.93
2022-01-15 10:00:00+07:00,637.68,867.38,876.52,9.14,99.94
